# Teff	logg	[Fe/H]	GALEX_FUV	GALEX_NUV	STROMGREN_u	SkyMapper_u	SDSS_u	GROUND_JOHNSON_U	SkyMapper_v	STROMGREN_v	TYCHO_B_MvB	GROUND_JOHNSON_B	STROMGREN_b	SDSS_g	PS1_g	SkyMapper_g	GaiaDR2v2_BP	TYCHO_V_MvB	STROMGREN_y	GROUND_JOHNSON_V	SkyMapper_r	SDSS_r	PS1_r	PS1_w	KEPLER_Kp	GaiaDR2v2_G	GROUND_COUSINS_R	NGTS_I	SDSS_i	PS1_i	SkyMapper_i	GaiaDR2v2_RP	GROUND_COUSINS_I	TESS	PS1_z	SDSS_z	SkyMapper_z	PS1_y	2MASS_J	2MASS_H	2MASS_Ks	WISE_RSR_W1	SPITZER_IRAC_36	SPITZER_IRAC_45	WISE_RSR_W2	WISE_RSR_W3	WISE_RSR_W4
3.800000000000000000e+04	5.250000000000000000e+00	0.000000000000000000e+00	4.896884176432810000e+14	1.360819521293486562e+14	3.107205083196921484e+13	2.977883376722470703e+13	2.821794712271060547e+13	2.602088835000084375e+13	2.183685334668947266e+13	1.798919646406559375e+13	1.666808080622736328e+13	1.541786434436858984e+13	1.148938123091200586e+13	1.158492969737817383e+13	1.039083003469186719e+13	8.922654851087189453e+12	8.641957331424642578e+12	7.257431022878138672e+12	6.338841864382495117e+12	6.433040365660038086e+12	4.287905181899347656e+12	4.097525483442931641e+12	4.070745819330985840e+12	4.777229151259633789e+12	4.742926972491662109e+12	4.495541629797660156e+12	3.448003426962958984e+12	2.997103816921344727e+12	1.965149616381321289e+12	1.920366009824847656e+12	1.711239761718639160e+12	1.701060068693676025e+12	1.607619022188325928e+12	1.876855974180846436e+12	1.111466069967167969e+12	1.002687643165548584e+12	9.233649049435697021e+11	7.490764679103311768e+11	2.881689536295327148e+11	9.433974898512158203e+10	3.251156771850666809e+10	5.703658593237441063e+09	4.610402944519080162e+09	1.774198508988398314e+09	1.593031071467677593e+09	4.020379306157597154e+07	2.997333417293737177e+06
3.800000000000000000e+04	5.500000000000000000e+00	0.000000000000000000e+00	4.962863027308414375e+14	1.369156700887679844e+14	3.118837961909471875e+13	2.988912609210280859e+13	2.830725685743249219e+13	2.608314466538912500e+13	2.183843447485887891e+13	1.798042893137869531e+13	1.666877453471872852e+13	1.542236994531413867e+13	1.151231276609647656e+13	1.159355506728691406e+13	1.040149828535612305e+13	8.933088038534970703e+12	8.650340000764710938e+12	7.265148051496253906e+12	6.348806544977083008e+12	6.441759769694049805e+12	4.291481286081749023e+12	4.100126896069026367e+12	4.073490235045374512e+12	4.781013627146188477e+12	4.747177797401489258e+12	4.498843413390405273e+12	3.449954376778438477e+12	2.999129102634044434e+12	1.965558860123854248e+12	1.920732877091166504e+12	1.711421487410630615e+12	1.700953482821449707e+12	1.607718940580956055e+12	1.877063877408468018e+12	1.111185943951120850e+12	1.002223263939727905e+12	9.228059981295986328e+11	7.481362191101169434e+11	2.877193253736980591e+11	9.411354347300103760e+10	3.240318378055426407e+10	5.682516578458820343e+09	4.593313323414543152e+09	1.767622040747824907e+09	1.587126131587756395e+09	4.005476820148438215e+07	2.986223074534738436e+06
3.800000000000000000e+04	5.750000000000000000e+00	0.000000000000000000e+00	5.018005451749379375e+14	1.376188635729214844e+14	3.128266220805588672e+13	2.997868723271588672e+13	2.837887326407927734e+13	2.612957991036112500e+13	2.182881070963009375e+13	1.795503656611702734e+13	1.665752831510656055e+13	1.541665515156556836e+13	1.153068086311527344e+13	1.159534389302636914e+13	1.040658967542084570e+13	8.939488358331818359e+12	8.654384956892374023e+12	7.270255609228682617e+12	6.356924470752247070e+12	6.448699467348799805e+12	4.294113344721867188e+12	4.101861584172363770e+12	4.075392563524659180e+12	4.783085967915041992e+12	4.749877631603118164e+12	4.500454079338794922e+12	3.451272366511980469e+12	3.000603836459207520e+12	1.965793917909728760e+12	1.920933002538440186e+12	1.711469231598520752e+12	1.700652040794116943e+12	1.607698734367307617e+12	1.877038882708928955e+12	1.110899098579334961e+12	1.001751585936488770e+12	9.222525806240247803e+11	7.471726095848116455e+11	2.872966961912771606e+11	9.391151977240510559e+10	3.230307237046016312e+10	5.663266632564806938e+09	4.577753113159790039e+09	1.761634096810755014e+09	1.581749621420228243e+09	3.991908006378452480e+07	2.976107032771355938e+06
3.800000000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	5.065356002998783125e+14	1.382585122896279375e+14	3.137058368009480078e+13	3.006238502436437109e+13	2.844680619927632812e+13	2.617329864789004297e+13	2.181919627458562500e+13	1.792033401028972656e+13	1.664145844994030664e+13	1.540716443249537305e+13	1.154856049657067969e+13	1.159455850546670508e+13	1.040979138279715820e+13	8.944953123100654297e+12	8.657296320393633789e+12	7.275181415445980469e+12	6.365356771826623047e+12	6.456027205944138672e+12	4.297132084004550293e+12	4.103970832516357910e+12	4.077692052208977051e+12	4.785005070766252930e+12	4.752564605493989258e+12	4.501887893023612305e+12	3.452982498827265137e+12	3.002430138954874023e+12	1.966395907898506104e+12	1.921493843762041504e+12	1.711845632098708740e+12	1.700609179473010010e+12	1.607990037562264893e+12	1.877299634943697998e+12	1.110878027778958008e+12	1.001517088161392212e+12	9.219249093808564453e+11	7.463778408569599609e+11	2.869560782491533813e+11	9.375067705695883179e+10	3.221705765550655746e+10	5.646910321262090683e+09	4.564531962784144402e+09	1.756546238649728060e+09	1.577181302885279894e+09	3.980378771021539718e+07	2.967511581110579427e+06
3.800000000000000000e+04	6.250000000000000000e+00	0.000000000000000000e+00	5.107762721048241250e+14	1.388428352236978281e+14	3.145086294153211719e+13	3.013893433624618359e+13	2.850984578532905078e+13	2.621356950923028516e+13	2.180967870102742969e+13	1.787549858748751953e+13	1.661997154327948438e+13	1.539328820477466211e+13	1.156532531963623242e+13	1.159045679026418555e+13	1.041037044354263281e+13	8.948837961182431641e+12	8.658563569914980469e+12	7.279406439162972656e+12	6.373771642146449219e+12	6.463314233246425781e+12	4.300238941479812988e+12	4.106152789772128418e+12	4.080090222854162109e+12	4.786427713049178711e+12	4.754901496011100586e+12	4.502849628751827148e+12	3.454830798424645996e+12	3.004398195302210449e+12	1.967221318449496826e+12	1.922275405053715576e+12	1.712426423549430420e+12	1.700700183133528076e+12	1.608476778443751221e+12	1.877707838550010742e+12	1.111029917126708008e+12	1.001440648451083130e+12	9.217487004193306885e+11	7.457141139332871094e+11	2.866672944157726440e+11	9.362118179414926147e+10	3.214184858916740036e+10	5.632806749268787384e+09	4.553131686271846771e+09	1.752159148158244133e+09	1.573242182121291637e+09	3.970437515975473076e+07	2.960100031287813559e+06
3.800000000000000000e+04	6.500000000000000000e+00	0.000000000000000000e+00	5.148483481251810000e+14	1.394371889831656562e+14	3.153280429018628125e+13	3.021709674392830078e+13	2.857608496845528516e+13	2.625798274886826172e+13	2.180684023377608594e+13	1.782556702937671875e+13	1.659757543300502148e+13	1.537906045870741211e+13	1.158359699168035938e+13	1.158565594542324805e+13	1.041053744115012891e+13	8.952946940492000000e+12	8.660087449107904297e+12	7.284303323023994141e+12	6.383438882755699219e+12	6.471788020689659180e+12	4.304139459926378906e+12	4.109044908280724121e+12	4.083227284436633789e+12	4.788230069013911133e+12	4.757746689970972656e+12	4.504203529071651367e+12	3.457341529690746094e+12	3.006984583339168457e+12	1.968543914672397949e+12	1.923544370731658203e+12	1.713444708409018066e+12	1.701148344841402344e+12	1.609375871661413330e+12	1.878524374581779785e+12	1.111484625780744873e+12	1.001643930455027222e+12	9.218336997502901611e+11	7.452890531097708740e+11	2.864542691528424683e+11	9.352906247542816162e+10	3.207941372039162827e+10	5.621218449662766457e+09	4.543764641606015205e+09	1.748554430315604210e+09	1.570005555934306145e+09	3.962269141094046831e+07	2.954010252418886404e+06
4.000000000000000000e+04	4.500000000000000000e+00	0.000000000000000000e+00	5.030695439441203750e+14	1.437326596366427500e+14	3.291503006468375391e+13	3.154393938385726562e+13	2.992636457775991016e+13	2.762578170905840625e+13	2.326982253367214844e+13	1.907041055728393750e+13	1.767403059907614453e+13	1.634110899859912500e+13	1.211335794237742773e+13	1.225278627984190430e+13	1.098261421007692773e+13	9.430626109977517578e+12	9.146714917487822266e+12	7.677192255350742188e+12	6.695764301047781250e+12	6.801060736268297852e+12	4.541719565212605469e+12	4.343077066468149902e+12	4.314200387118842285e+12	5.057206778840787109e+12	5.020137937151631836e+12	4.760879818901161133e+12	3.655801786941028809e+12	3.176339935562449219e+12	2.086446874661860840e+12	2.038988186015972656e+12	1.817327036486472412e+12	1.807040779388095947e+12	1.707435169458582764e+12	1.992686458447676514e+12	1.181632947648731445e+12	1.066420089374370728e+12	9.823844123548437500e+11	7.976175269918073730e+11	3.073430361858876343e+11	1.009563703677322998e+11	3.489366863841409302e+10	6.131870914544223785e+09	4.956527965547622681e+09	1.907404405291633368e+09	1.712633740281232119e+09	4.322232502793557942e+07	3.222378167973809410e+06
4.000000000000000000e+04	4.750000000000000000e+00	0.000000000000000000e+00	5.189686077451737500e+14	1.461073464241260625e+14	3.330127078644428906e+13	3.191023699201081250e+13	3.025150537118154688e+13	2.790253757947119141e+13	2.344100611948408203e+13	1.920318633237808984e+13	1.779713859521540234e+13	1.645466903701943164e+13	1.219827871182374609e+13	1.233380977608014648e+13	1.105447166481589844e+13	9.490124998949312500e+12	9.206636049054294922e+12	7.721125029135052734e+12	6.733824482362929688e+12	6.839554372205106445e+12	4.563320748519606445e+12	4.362752767056122070e+12	4.333894882402578613e+12	5.084654932247223633e+12	5.047178476686949219e+12	4.787259640701916992e+12	3.671613087810720703e+12	3.190383072817100098e+12	2.093743450065507324e+12	2.046071306263651123e+12	1.823387109339362549e+12	1.812946383872317871e+12	1.713019977565062256e+12	1.999718469590434082e+12	1.184768944935679199e+12	1.068977523395065552e+12	9.845329853338917236e+11	7.988794887905352783e+11	3.074690369782062988e+11	1.008683823856103058e+11	3.482609267018416595e+10	6.115860858525555611e+09	4.943586653342412949e+09	1.902424237117528677e+09	1.708162113240312576e+09	4.310947249027245492e+07	3.213964590766385198e+06
4.000000000000000000e+04	5.000000000000000000e+00	0.000000000000000000e+00	5.310577243127250625e+14	1.478291262429302500e+14	3.357594148919790625e+13	3.217099583052241016e+13	3.047943113483191016e+13	2.809120065078785547e+13	2.354293884783165234e+13	1.927788922084477734e+13	1.786941025419268750e+13	1.652263530829900195e+13	1.225521378630483398e+13	1.238381850487300781e+13	1.109991207969588672e+13	9.528145893647798828e+12	9.244406536187101562e+12	7.748961440460508789e+12	6.759359555430228516e+12	6.864622700884823242e+12	4.576737985476769531e+12	4.374664998488330566e+12	4.345867602857151855e+12	5.101620208731375000e+12	5.064055525102170898e+12	4.803496313106766602e+12	3.681071947706008789e+12	3.198917273017615234e+12	2.097780602771730713e+12	2.049973948287817139e+12	1.826663230198335449e+12	1.816059988217626709e+12	1.716006805585078125e+12	2.003585988447088135e+12	1.186274187344224121e+12	1.070094497847615723e+12	9.853856719221735840e+11	7.991285001158525391e+11	3.072923551783599854e+11	1.006981076103231506e+11	3.473380882231427765e+10	6.096259288569219589e+09	4.927742256444974899e+09	1.896326903048547745e+09	1.702687402891192913e+09	4.297130514946302027e+07	3.203663749637079425e+06
4.000000000000000000e+04	5.250000000000000000e+00	0.000000000000000000e+00	5.405605838953049375e+14	1.491398318505315312e+14	3.377732895273703906e+13	3.236242603773366406e+13	3.064406496025350781e+13	2.822253727094162500e+13	2.360030851225858594e+13	1.931320686622539844e+13	1.790810660341798828e+13	1.656074230444797070e+13	1.229505826263121484e+13	1.241374913925100781e+13	1.112842927321801562e+13	9.552598932681730469e+12	9.267974752252593750e+12	7.766798619851291016e+12	6.777324613100458008e+12	6.881493385547049805e+12	4.585175709227460938e+12	4.381835617444561523e+12	4.353132236934774414e+12	5.112026408238451172e+12	5.074625719818985352e+12	4.813353478305529297e+12	3.686676298877322266e+12	3.204125254775382812e+12	2.099892015601412354e+12	2.051998212144655029e+12	1.828297985772191162e+12	1.817506695748696289e+12	1.717462701016571289e+12	2.005560330192585205e+12	1.186840684186403809e+12	1.070382365228621460e+12	9.854981473017785645e+11	7.987842098100733643e+11	3.069580690022999878e+11	1.004898613164191437e+11	3.463040623273584747e+10	6.075292703526619911e+09	4.910794548777360916e+09	1.889804942113669157e+09	1.696831413306566954e+09	4.282351640641476214e+07	3.192645522757381201e+06
4.000000000000000000e+04	5.500000000000000000e+00	0.000000000000000000e+00	5.482567368675320625e+14	1.501756668002103438e+14	3.392845537119198047e+13	3.250627000215325000e+13	3.076576183242549609e+13	2.831505043332386328e+13	2.362797488926786719e+13	1.931983056138616016e+13	1.792325768933404297e+13	1.657807750256103906e+13	1.232363033008450781e+13	1.242981542446706250e+13	1.114536303300939453e+13	9.567955715463314453e+12	9.281909225011984375e+12	7.778092503967539062e+12	6.790428123222063477e+12	6.893166923046491211e+12	4.590475489685891602e+12	4.386020293515202637e+12	4.357440638137365723e+12	5.118103117528638672e+12	5.081078291140916016e+12	4.818979455251599609e+12	3.689872954118117188e+12	3.207253783368448730e+12	2.100834951726564453e+12	2.052883167633955811e+12	1.828935655543701904e+12	1.817918299157865479e+12	1.717987734535431885e+12	2.006363001443092285e+12	1.186849944768996582e+12	1.070176501992003418e+12	9.851743308056115723e+11	7.980726787592558594e+11	3.065380878866509399e+11	1.002664203875319519e+11	3.452258395418350983e+10	6.054010258371362686e+09	4.893591462399464607e+09	1.883184772504562855e+09	1.690887240252204895e+09	4.267350057735000551e+07	3.181461326650057919e+06
4.000000000000000000e+04	5.750000000000000000e+00	0.000000000000000000e+00	5.546718459110197500e+14	1.510500563097187812e+14	3.404969526409985547e+13	3.262180087678171875e+13	3.086260289116342578e+13	2.838526867052831250e+13	2.363945250903194922e+13	1.930725553855897656e+13	1.792389087131253125e+13	1.658285454009006250e+13	1.234660107023759570e+13	1.243756914382909375e+13	1.115545775256039648e+13	9.578193395634119141e+12	9.290286548883621094e+12	7.785892769065416016e+12	6.801050374223126953e+12	6.902275037616042969e+12	4.594276266854152344e+12	4.388785537565947266e+12	4.360356560598693359e+12	5.121849005078431641e+12	5.085372119399000000e+12	4.822303935958486328e+12	3.691962243547048340e+12	3.209428245377051270e+12	2.101313900493139648e+12	2.053316861845924561e+12	1.829180944718739990e+12	1.817882486402902100e+12	1.718147235544784180e+12	2.006660849050001465e+12	1.186668492196944092e+12	1.069801785982696899e+12	9.847085791460480957e+11	7.972259703130080566e+11	3.061066483618363647e+11	1.000517104227799530e+11	3.441776299558922577e+10	6.033664462252326012e+09	4.877145488341282845e+09	1.876855881889074802e+09	1.685204613159171343e+09	4.253008720567429066e+07	3.170769346968370490e+06
4.000000000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	5.600105942839159375e+14	1.517923880111354375e+14	3.414978517152389453e+13	3.271727055952466797e+13	3.094233829031734375e+13	2.844053128394404688e+13	2.364113129335967578e+13	1.927906526742842188e+13	1.791361873142073047e+13	1.657824567991183398e+13	1.236521033512609375e+13	1.243891604417643750e+13	1.116027137279415625e+13	9.584623504001121094e+12	9.294597952017302734e+12	7.791232507144358398e+12	6.809999871617671875e+12	6.909766895154583984e+12	4.597172409822632812e+12	4.390705998993848633e+12	4.362453773791380371e+12	5.123949051856976562e+12	5.088178477983787109e+12	4.824015137877653320e+12	3.693420673895409668e+12	3.211055185244316406e+12	2.101583253686248779e+12	2.053547977879062744e+12	1.829252003338946289e+12	1.817610679360471436e+12	1.718145309734643555e+12	2.006692968108957520e+12	1.186420784478535889e+12	1.069368631878719971e+12	9.841982685524707031e+11	7.963270681172214355e+11	3.056810360419676514e+11	9.985315816597087097e+10	3.431842284126754379e+10	6.014659449848742485e+09	4.861783340551038742e+09	1.870944130522779465e+09	1.679896536792868614e+09	4.239612481786151975e+07	3.160781984875585884e+06
4.000000000000000000e+04	6.250000000000000000e+00	0.000000000000000000e+00	5.646607225031911250e+14	1.524272151257380938e+14	3.423076678271307422e+13	3.279456810484953516e+13	3.100669972984692578e+13	2.848265753366133984e+13	2.363492261310948828e+13	1.923575238359458984e+13	1.789311248321708203e+13	1.656484386545709766e+13	1.237999370169327148e+13	1.243399813922483203e+13	1.115985448884208008e+13	9.587276908849986328e+12	9.294981674338531250e+12	7.794119215097891602e+12	6.817375626654850586e+12	6.915683518001518555e+12	4.599136520621305664e+12	4.391729162525286133e+12	4.363687743589523438e+12	5.124390288357865234e+12	5.089487136950303711e+12	4.824130401527254883e+12	3.694204641668994141e+12	3.212113506808583008e+12	2.101618245458284668e+12	2.053552240091374023e+12	1.829126245623400635e+12	1.817066040380183350e+12	1.717960760171795166e+12	2.006428346931484375e+12	1.186077392594576904e+12	1.068853896790075317e+12	9.836203631966726074e+11	7.953783453817520752e+11	3.052462863580362549e+11	9.966501550522927856e+10	3.422279329203187943e+10	5.996676310649999619e+09	4.847247192811952591e+09	1.865350246131851673e+09	1.674873849236549616e+09	4.226936509972289205e+07	3.151331617246154696e+06
4.000000000000000000e+04	6.500000000000000000e+00	0.000000000000000000e+00	5.690382150366305000e+14	1.530592228336628438e+14	3.431195880713639453e+13	3.287207323256685547e+13	3.107284050934267578e+13	2.852752086320217188e+13	2.363407425435184375e+13	1.918684637282831250e+13	1.787113785280552734e+13	1.655061142993906250e+13	1.239625331517690039e+13	1.242819035479366406e+13	1.115885602009932227e+13	9.590051508959041016e+12	9.295490914007609375e+12	7.797644403167211914e+12	6.825897447668796875e+12	6.922762472536315430e+12	4.601928786263590820e+12	4.393516754203654297e+12	4.365713841749136719e+12	5.125209992932855469e+12	5.091305810102794922e+12	4.824624282263530273e+12	3.695707009947009766e+12	3.213825649369488281e+12	2.102201588108446533e+12	2.054094167514426758e+12	1.829482072761903564e+12	1.816914996964587402e+12	1.718229597444842285e+12	2.006609099874002686e+12	1.186058979273845703e+12	1.068638796536662598e+12	9.833219218577187500e+11	7.946736621103125000e+11	3.048943330658162231e+11	9.951511535734747314e+10	3.413929649906143570e+10	5.981029614348213196e+09	4.834599551300451279e+09	1.860483092689102650e+09	1.670503707329819202e+09	4.215907514139509946e+07	3.143109087976571172e+06
4.200000000000000000e+04	4.500000000000000000e+00	0.000000000000000000e+00	5.474771534185316875e+14	1.553626540837692188e+14	3.530103234194275000e+13	3.382135143421001172e+13	3.206437193856234375e+13	2.956631127006518750e+13	2.482699951209950781e+13	2.026355430011156250e+13	1.878925803557655469e+13	1.737005507501994336e+13	1.285071030939235547e+13	1.300503809751532031e+13	1.165347512023427734e+13	1.000417834313807422e+13	9.713431427808291016e+12	8.141208187764389648e+12	7.097205042635826172e+12	7.210199475181177734e+12	4.812819292364020508e+12	4.602103642081739258e+12	4.571493647635057617e+12	5.361994978239171875e+12	5.322285912299054688e+12	5.049627187878686523e+12	3.873306142575850586e+12	3.365083499023098145e+12	2.209240996415344238e+12	2.158933644882238037e+12	1.923948964062744629e+12	1.913035672923434814e+12	1.807462081980512695e+12	2.109901295622709961e+12	1.250154641193963379e+12	1.127990122290100586e+12	1.038901768870423340e+12	8.429134776594880371e+11	3.245653578832159424e+11	1.065832170677147369e+11	3.683104808927653503e+10	6.472094183548864365e+09	5.231532045305656433e+09	2.013233531412629366e+09	1.807657787417006731e+09	4.562015837064708024e+07	3.401129531591456383e+06
4.200000000000000000e+04	4.750000000000000000e+00	0.000000000000000000e+00	5.656263964707111250e+14	1.581191942630758750e+14	3.575975605058141406e+13	3.425706128877155078e+13	3.245440463958744141e+13	2.990112870347239453e+13	2.504221561801870703e+13	2.042090542801767578e+13	1.893612902978891016e+13	1.750511414259663477e+13	1.294691090591898047e+13	1.309936297546694336e+13	1.173657523477764258e+13	1.007296532098426367e+13	9.783763677378121094e+12	8.192375880437163086e+12	7.140588291027587891e+12	7.254736978240854492e+12	4.838296020804491211e+12	4.625546678957333984e+12	4.594929243991357422e+12	5.394205813471548828e+12	5.353976632741873047e+12	5.080755851379282227e+12	3.892243686085765625e+12	3.381823208324637695e+12	2.218268146460011719e+12	2.167710483763873535e+12	1.931519199313117676e+12	1.920462477121119629e+12	1.814466227456482422e+12	2.118609797145935791e+12	1.254299395899857910e+12	1.131444001779328857e+12	1.041871977969582886e+12	8.447872485809417725e+11	3.248896966761167603e+11	1.065641084681487427e+11	3.678732421873810577e+10	6.460184505043431282e+09	5.221905226420281410e+09	2.009528851077347040e+09	1.804331409195348263e+09	4.553620997426062822e+07	3.394870920392051339e+06
4.200000000000000000e+04	5.000000000000000000e+00	0.000000000000000000e+00	5.793050327733297500e+14	1.600948709075529375e+14	3.608418303843314062e+13	3.456564330242281641e+13	3.272750358233100391e+13	3.013068781287075781e+13	2.517622586568729688e+13	2.051229550448874219e+13	1.902461194536661719e+13	1.758757804948679883e+13	1.301001914667979883e+13	1.315777113568064258e+13	1.178893417342645703e+13	1.011662332256923242e+13	9.828198408584119141e+12	8.224553450880354492e+12	7.169063632863267578e+12	7.283372979320255859e+12	4.854024150121398438e+12	4.639748183289692383e+12	4.609168370764646484e+12	5.414062257616962891e+12	5.373646198987835938e+12	5.099932508566019531e+12	3.903583586955955078e+12	3.391949673404542969e+12	2.223308269652444824e+12	2.172595560140637451e+12	1.935671635663378662e+12	1.924479715292928711e+12	1.818277147856920654e+12	2.123475380859493896e+12	1.256398037700974609e+12	1.133089216311198486e+12	1.043211278691292969e+12	8.454031114787862549e+11	3.248152258543052979e+11	1.064274951180447388e+11	3.670645347972420502e+10	6.442471216749661446e+09	5.207587239907691956e+09	2.004018874246042490e+09	1.799384063237948895e+09	4.541135338729114830e+07	3.385562455665706191e+06
4.200000000000000000e+04	5.250000000000000000e+00	0.000000000000000000e+00	5.899958523899062500e+14	1.615888604748783750e+14	3.632121082168207031e+13	3.479143935975198828e+13	3.292501986428829688e+13	3.029227832264612891e+13	2.525844906281231641e+13	2.056024034885502734e+13	1.907552183966594141e+13	1.763650239931485156e+13	1.305378193670458398e+13	1.319363373414718750e+13	1.182223841177935938e+13	1.014489774152614844e+13	9.856462181417835938e+12	8.245258190653772461e+12	7.188906533430986328e+12	7.302558197743941406e+12	4.863963805694154297e+12	4.648414827766727539e+12	4.617911379868259766e+12	5.426407954395950195e+12	5.386066785249131836e+12	5.111797052514451172e+12	3.910407365902293945e+12	3.398181161614483887e+12	2.226046478384567383e+12	2.175233925198662598e+12	1.937855776352971191e+12	1.926506812870708252e+12	1.820250736546197998e+12	2.126091398834541016e+12	1.257341508843908691e+12	1.133712532634104980e+12	1.043632521492337646e+12	8.453053153213400879e+11	3.245353830123009033e+11	1.062350118755101318e+11	3.660790208741596985e+10	6.422171222054840088e+09	5.191178282133910179e+09	1.997704289665545225e+09	1.793714272078641176e+09	4.526826391108804196e+07	3.374894681507819332e+06
4.200000000000000000e+04	5.500000000000000000e+00	0.000000000000000000e+00	5.985867312283562500e+14	1.627721791905965000e+14	3.649945333017993750e+13	3.496143758447283984e+13	3.307200934943971875e+13	3.040847182315020312e+13	2.530652817343369922e+13	2.057780255703957422e+13	1.910102035679677734e+13	1.766291096609693750e+13	1.308533287452560156e+13	1.321453963716693945e+13	1.184304938772691406e+13	1.016323758253725781e+13	9.874082503230404297e+12	8.258666474142424805e+12	7.203493386133611328e+12	7.315884237552067383e+12	4.870256628040254883e+12	4.653565553811177734e+12	4.623169162202409180e+12	5.433888175454115234e+12	5.393837749478001953e+12	5.118897759768973633e+12	3.914355647891796387e+12	3.401946285645314453e+12	2.227302955538648926e+12	2.176424676666289551e+12	1.938765264669382324e+12	1.927237986385022217e+12	1.821030990695703125e+12	2.127257047873969238e+12	1.257532914351647461e+12	1.133668801444138916e+12	1.043456628800852661e+12	8.447324200002451172e+11	3.241274569621049194e+11	1.060121764803810425e+11	3.650010954154593658e+10	6.400701516281100273e+09	5.173823872031340599e+09	1.991025888831687689e+09	1.787717818503402710e+09	4.511693010855359584e+07	3.363612255879070144e+06
4.200000000000000000e+04	5.750000000000000000e+00	0.000000000000000000e+00	6.056643053346531250e+14	1.637485760924821562e+14	3.663676599164956250e+13	3.509252343710001172e+13	3.318418082756652344e+13	3.049348999593212109e+13	2.533170157273609766e+13	2.057236732834480469e+13	1.910824023873628906e+13	1.767328439347252734e+13	1.310896114364603711e+13	1.322482162752115625e+13	1.185506186609452539e+13	1.017476796284766211e+13	9.884330070693205078e+12	8.267222695736400391e+12	7.214728032427542969e+12	7.325490501971916016e+12	4.874255926433336914e+12	4.656497143722366211e+12	4.626237951244939453e+12	5.438110770513954102e+12	5.398539978429702148e+12	5.122795894625280273e+12	3.916516158208695312e+12	3.404183185761206055e+12	2.227686347383963867e+12	2.176762806994321533e+12	1.938922618909396973e+12	1.927174516108847656e+12	1.821106322207848145e+12	2.127536222375045898e+12	1.257286956787566650e+12	1.133236821254789307e+12	1.042936336760883545e+12	8.438759809444843750e+11	3.236515906706702881e+11	1.057784154747523041e+11	3.638909140970973206e+10	6.379090871148544312e+09	5.156355492845504761e+09	1.984303569476394653e+09	1.781681927300416470e+09	4.496460169887814671e+07	3.352255653490650933e+06
4.200000000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	6.114842201837615000e+14	1.645606382409291875e+14	3.674340046149467969e+13	3.519436292756547656e+13	3.327052912555096484e+13	3.055561337799366016e+13	2.534077639418932812e+13	2.054784702730560938e+13	1.910109711939569531e+13	1.767111195673407812e+13	1.312652508791962891e+13	1.322661935818669336e+13	1.186000415473160156e+13	1.018094485501956250e+13	9.888840973189380859e+12	8.272047274521171875e+12	7.223360416044813477e+12	7.332366224856250000e+12	4.876575070392464844e+12	4.657812379063458984e+12	4.627722154975506836e+12	5.439827702188274414e+12	5.400906351879021484e+12	5.124244394541285156e+12	3.917394166189992676e+12	3.405324105719572754e+12	2.227484841279819824e+12	2.176530831193127197e+12	1.938576785159914307e+12	1.926547938690884033e+12	1.820710264217733643e+12	2.127191179841003174e+12	1.256751174951319580e+12	1.132547683772911865e+12	1.042189117110593750e+12	8.428257236528015137e+11	3.231309543028230591e+11	1.055406071689225006e+11	3.627598031573368835e+10	6.357437930231792450e+09	5.138852967004141808e+09	1.977568116986427546e+09	1.775634247438373804e+09	4.481197545850499719e+07	3.340876915063044522e+06
4.200000000000000000e+04	6.250000000000000000e+00	0.000000000000000000e+00	6.165180043175586250e+14	1.652580535846080625e+14	3.683031104347676562e+13	3.527740038440325000e+13	3.334081032499587500e+13	3.060387673810554688e+13	2.534126722551517969e+13	2.050848761755954297e+13	1.908385465389888281e+13	1.766028630987312500e+13	1.314059350530407617e+13	1.322243461648020703e+13	1.186000236394887500e+13	1.018359744762281250e+13	9.889593284848396484e+12	8.274642364687152344e+12	7.230666215708653320e+12	7.337871627046031250e+12	4.878081389140045898e+12	4.658337322702178711e+12	4.628447762212643555e+12	5.440003689391444336e+12	5.401897314350136719e+12	5.124192541627721680e+12	3.917678663823160156e+12	3.405964881245885742e+12	2.227073589871841309e+12	2.176094939987760742e+12	1.938049679136754883e+12	1.925667522409383789e+12	1.820143552380697510e+12	2.126575727599680176e+12	1.256114794412435547e+12	1.131773147970188477e+12	1.041370476999078735e+12	8.417179331232130127e+11	3.226019077447873535e+11	1.053115700963231506e+11	3.616557611645004272e+10	6.336569069805017471e+09	5.121984276364085197e+09	1.971076599177208662e+09	1.769805598562764168e+09	4.466487641469073296e+07	3.329910214166856371e+06
